"Transaction","Item","period_day","weekday_weekend","Price","TotalNumber","Gender","Payment","Nationality","Time","Date","Age"
3042,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","12:17","12/12/2016",22
3042,"Bread","afternoon","weekday",1.61,4,"Male","Credit card","Vietnamese","12:17","12/12/2016",22
3042,"Vegan mincepie","afternoon","weekday",15.76,3,"Male","Credit card","Vietnamese","12:17","12/12/2016",22
3042,"Cake","afternoon","weekday",20.24,2,"Male","Credit card","Vietnamese","12:17","12/12/2016",22
3043,"Bread","afternoon","weekday",1.61,4,"female","Cash","American","12:22","12/12/2016",24
3044,"Sandwich","afternoon","weekday",10.13,3,"female","Online Wallet","Korean","12:23","12/12/2016",27
3045,"Pastry","afternoon","weekday",14.94,3,"Male","Credit card","Vietnamese","12:35","12/12/2016",17
3045,"Bread","afternoon","weekday",1.61,4,"Male","Credit card","Vietnamese","12:35","12/12/2016",17
3046,"Cake","afternoon","weekday",20.24,2,"Male","Credit card","Vietnamese","12:55","12/12/2016",17
3046,"Vegan mincepie","afternoon","weekday",15.76,3,"Male","Credit card","Vietnamese","12:55","12/12/2016",17
3046,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","12:55","12/12/2016",17
3046,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","12:55","12/12/2016",17
3046,"Mineral water","afternoon","weekday",28.31,2,"Male","Credit card","Vietnamese","12:55","12/12/2016",17
3046,"Mineral water","afternoon","weekday",28.31,2,"Male","Credit card","Vietnamese","12:55","12/12/2016",17
3047,"Jam","afternoon","weekday",45.27,1,"Male","Credit card","Vietnamese","12:59","12/12/2016",24
3048,"Bread","afternoon","weekday",1.61,4,"Male","Credit card","Vietnamese","13:18","12/12/2016",28
3049,"Frittata","afternoon","weekday",33.08,2,"Male","Credit card","Vietnamese","13:24","12/12/2016",21
3049,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","13:24","12/12/2016",21
3050,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","13:48","12/12/2016",29
3050,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","13:48","12/12/2016",29
3051,"Bread","afternoon","weekday",1.61,4,"Male","Credit card","Vietnamese","13:55","12/12/2016",22
3052,"Sandwich","afternoon","weekday",10.13,3,"female","Cash","Korean","13:56","12/12/2016",28
3053,"Sandwich","afternoon","weekday",10.13,3,"Male","Credit card","Vietnamese","13:59","12/12/2016",26
3053,"Bread","afternoon","weekday",1.61,4,"Male","Credit card","Vietnamese","13:59","12/12/2016",26
3053,"Truffles","afternoon","weekday",42.66,1,"Male","Credit card","Vietnamese","13:59","12/12/2016",26
3053,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","13:59","12/12/2016",26
3054,"Tea","afternoon","weekday",26.05,2,"Male","Credit card","Vietnamese","14:02","12/12/2016",26
3054,"Toast","afternoon","weekday",31.53,2,"Male","Credit card","Vietnamese","14:02","12/12/2016",26
3055,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","14:08","12/12/2016",25
3056,"Cake","afternoon","weekday",20.24,2,"Male","Credit card","Vietnamese","14:09","12/12/2016",22
3058,"Coffee","afternoon","weekday",19.73,3,"female","Cash","American","14:12","12/12/2016",19
3058,"Bread","afternoon","weekday",1.61,4,"female","Cash","American","14:12","12/12/2016",19
3058,"Bread","afternoon","weekday",1.61,4,"female","Cash","American","14:12","12/12/2016",19
3058,"Bread","afternoon","weekday",1.61,4,"female","Cash","American","14:12","12/12/2016",19
3059,"Fudge","afternoon","weekday",32.91,2,"Male","Credit card","Vietnamese","15:01","12/12/2016",29
3060,"Jam","afternoon","weekday",45.27,1,"Male","Online Wallet","Korean","15:09","12/12/2016",30
3060,"Jam","afternoon","weekday",45.27,1,"Male","Online Wallet","Korean","15:09","12/12/2016",30
3061,"Bread","afternoon","weekday",1.61,4,"Male","Credit card","Vietnamese","15:19","12/12/2016",25
3062,"Coffee","afternoon","weekday",19.73,3,"Male","Online Wallet","Germany","15:33","12/12/2016",17
3063,"Tea","afternoon","weekday",26.05,2,"Male","Credit card","Vietnamese","15:44","12/12/2016",26
3063,"Bread","afternoon","weekday",1.61,4,"Male","Credit card","Vietnamese","15:44","12/12/2016",26
3063,"Hot chocolate","afternoon","weekday",20.12,2,"Male","Credit card","Vietnamese","15:44","12/12/2016",26
3063,"Vegan mincepie","afternoon","weekday",15.76,3,"Male","Credit card","Vietnamese","15:44","12/12/2016",26
3063,"Bread","afternoon","weekday",1.61,4,"Male","Credit card","Vietnamese","15:44","12/12/2016",26
3064,"Juice","afternoon","weekday",28.3,2,"Male","Credit card","Vietnamese","15:46","12/12/2016",17
3064,"Cake","afternoon","weekday",20.24,2,"Male","Credit card","Vietnamese","15:46","12/12/2016",17
3064,"Jammie Dodgers","afternoon","weekday",46.64,1,"Male","Credit card","Vietnamese","15:46","12/12/2016",17
3064,"Bread","afternoon","weekday",1.61,4,"Male","Credit card","Vietnamese","15:46","12/12/2016",17
3065,"Bread","afternoon","weekday",1.61,4,"Male","Credit card","Vietnamese","15:53","12/12/2016",30
3066,"Vegan mincepie","afternoon","weekday",15.76,3,"Male","Credit card","Vietnamese","16:12","12/12/2016",18
3066,"Tea","afternoon","weekday",26.05,2,"Male","Credit card","Vietnamese","16:12","12/12/2016",18
3067,"Coffee","afternoon","weekday",19.73,3,"Male","Online Wallet","Germany","16:24","12/12/2016",29
3067,"Pastry","afternoon","weekday",14.94,3,"Male","Online Wallet","Germany","16:24","12/12/2016",29
3068,"Scandinavian","morning","weekday",39.34,2,"Male","Credit card","Vietnamese","08:33","12/13/2016",23
3068,"Vegan mincepie","morning","weekday",15.76,3,"Male","Credit card","Vietnamese","08:33","12/13/2016",23
3069,"Bread","morning","weekday",1.61,4,"female","Online Wallet","Germany","08:37","12/13/2016",30
3070,"Coffee","morning","weekday",19.73,3,"female","Cash","Germany","09:04","12/13/2016",25
3070,"Fudge","morning","weekday",32.91,2,"female","Cash","Germany","09:04","12/13/2016",25
3070,"Jam","morning","weekday",45.27,1,"female","Cash","Germany","09:04","12/13/2016",25
3070,"Fudge","morning","weekday",32.91,2,"female","Cash","Germany","09:04","12/13/2016",25
3070,"Fudge","morning","weekday",32.91,2,"female","Cash","Germany","09:04","12/13/2016",25
3071,"Jam","morning","weekday",45.27,1,"Male","Credit card","Vietnamese","09:06","12/13/2016",30
3071,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","09:06","12/13/2016",30
3071,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","09:06","12/13/2016",30
3073,"Coffee","morning","weekday",19.73,3,"Male","Cash","American","09:30","12/13/2016",26
3073,"Coffee","morning","weekday",19.73,3,"Male","Cash","American","09:30","12/13/2016",26
3074,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","09:40","12/13/2016",19
3074,"Cookies","morning","weekday",5.51,4,"Male","Credit card","Vietnamese","09:40","12/13/2016",19
3074,"Pastry","morning","weekday",14.94,3,"Male","Credit card","Vietnamese","09:40","12/13/2016",19
3075,"Medialuna","morning","weekday",43.23,1,"Male","Credit card","Vietnamese","09:42","12/13/2016",19
3075,"Bread","morning","weekday",1.61,4,"Male","Credit card","Vietnamese","09:42","12/13/2016",19
3076,"Coffee","morning","weekday",19.73,3,"female","Cash","Germany","09:43","12/13/2016",25
3076,"Art Tray","morning","weekday",35.66,2,"female","Cash","Germany","09:43","12/13/2016",25
3077,"Tea","morning","weekday",26.05,2,"Male","Credit card","Vietnamese","09:48","12/13/2016",19
3077,"Tea","morning","weekday",26.05,2,"Male","Credit card","Vietnamese","09:48","12/13/2016",19
3077,"Toast","morning","weekday",31.53,2,"Male","Credit card","Vietnamese","09:48","12/13/2016",19
3078,"Coke","morning","weekday",45.97,1,"Male","Credit card","Vietnamese","09:49","12/13/2016",29
3079,"Coffee","morning","weekday",19.73,3,"female","Online Wallet","Korean","10:10","12/13/2016",22
3079,"Bread","morning","weekday",1.61,4,"female","Online Wallet","Korean","10:10","12/13/2016",22
3080,"Bakewell","morning","weekday",3.38,4,"Male","Credit card","Vietnamese","10:14","12/13/2016",24
3080,"Farm House","morning","weekday",40.82,1,"Male","Credit card","Vietnamese","10:14","12/13/2016",24
3081,"Bread","morning","weekday",1.61,4,"Male","Credit card","Vietnamese","10:31","12/13/2016",23
3081,"Tea","morning","weekday",26.05,2,"Male","Credit card","Vietnamese","10:31","12/13/2016",23
3081,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","10:31","12/13/2016",23
3081,"Alfajores","morning","weekday",13.64,3,"Male","Credit card","Vietnamese","10:31","12/13/2016",23
3081,"Hot chocolate","morning","weekday",20.12,2,"Male","Credit card","Vietnamese","10:31","12/13/2016",23
3082,"Farm House","morning","weekday",40.82,1,"Male","Credit card","Vietnamese","10:33","12/13/2016",25
3083,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","10:53","12/13/2016",20
3083,"Bread","morning","weekday",1.61,4,"Male","Credit card","Vietnamese","10:53","12/13/2016",20
3084,"Coffee","morning","weekday",19.73,3,"Male","Cash","Germany","11:08","12/13/2016",27
3084,"Toast","morning","weekday",31.53,2,"Male","Cash","Germany","11:08","12/13/2016",27
3084,"Scandinavian","morning","weekday",39.34,2,"Male","Cash","Germany","11:08","12/13/2016",27
3085,"Bread","morning","weekday",1.61,4,"Male","Cash","American","11:28","12/13/2016",23
3085,"Vegan mincepie","morning","weekday",15.76,3,"Male","Cash","American","11:28","12/13/2016",23
3086,"Bread","morning","weekday",1.61,4,"Male","Credit card","Vietnamese","11:31","12/13/2016",16
3087,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","11:32","12/13/2016",16
3088,"Coffee","morning","weekday",19.73,3,"Male","Online Wallet","Germany","11:35","12/13/2016",28
3088,"Bread","morning","weekday",1.61,4,"Male","Online Wallet","Germany","11:35","12/13/2016",28
3088,"Alfajores","morning","weekday",13.64,3,"Male","Online Wallet","Germany","11:35","12/13/2016",28
3089,"Coffee","afternoon","weekday",19.73,3,"Male","Online Wallet","Korean","12:15","12/13/2016",27
3090,"Bread","afternoon","weekday",1.61,4,"female","Online Wallet","Germany","12:17","12/13/2016",25
3091,"Medialuna","afternoon","weekday",43.23,1,"Male","Credit card","Vietnamese","12:32","12/13/2016",18
3092,"Coffee","afternoon","weekday",19.73,3,"Male","Online Wallet","Korean","12:49","12/13/2016",20
3093,"Frittata","afternoon","weekday",33.08,2,"Male","Credit card","Vietnamese","13:11","12/13/2016",17
3093,"Tea","afternoon","weekday",26.05,2,"Male","Credit card","Vietnamese","13:11","12/13/2016",17
3093,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","13:11","12/13/2016",17
3094,"Tea","afternoon","weekday",26.05,2,"female","Cash","American","13:36","12/13/2016",28
3095,"Tea","afternoon","weekday",26.05,2,"Male","Credit card","Vietnamese","13:56","12/13/2016",18
3095,"Bakewell","afternoon","weekday",3.38,4,"Male","Credit card","Vietnamese","13:56","12/13/2016",18
3096,"Farm House","afternoon","weekday",40.82,1,"Male","Credit card","Vietnamese","13:58","12/13/2016",24
3097,"Coffee","afternoon","weekday",19.73,3,"Male","Cash","Germany","14:32","12/13/2016",17
3097,"Pastry","afternoon","weekday",14.94,3,"Male","Cash","Germany","14:32","12/13/2016",17
3097,"Medialuna","afternoon","weekday",43.23,1,"Male","Cash","Germany","14:32","12/13/2016",17
3098,"Coffee","afternoon","weekday",19.73,3,"female","Cash","Germany","14:37","12/13/2016",26
3098,"Coffee","afternoon","weekday",19.73,3,"female","Cash","Germany","14:37","12/13/2016",26
3098,"Sandwich","afternoon","weekday",10.13,3,"female","Cash","Germany","14:37","12/13/2016",26
3099,"Coffee","afternoon","weekday",19.73,3,"Male","Cash","American","14:51","12/13/2016",24
3099,"Medialuna","afternoon","weekday",43.23,1,"Male","Cash","American","14:51","12/13/2016",24
3100,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","14:59","12/13/2016",25
3100,"Pastry","afternoon","weekday",14.94,3,"Male","Credit card","Vietnamese","14:59","12/13/2016",25
3101,"Muffin","afternoon","weekday",7.18,4,"Male","Credit card","Vietnamese","15:04","12/13/2016",23
3101,"Bread","afternoon","weekday",1.61,4,"Male","Credit card","Vietnamese","15:04","12/13/2016",23
3101,"Bread","afternoon","weekday",1.61,4,"Male","Credit card","Vietnamese","15:04","12/13/2016",23
3101,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","15:04","12/13/2016",23
3102,"Coffee","afternoon","weekday",19.73,3,"female","Cash","American","15:06","12/13/2016",17
3102,"Bakewell","afternoon","weekday",3.38,4,"female","Cash","American","15:06","12/13/2016",17
3103,"Bread","afternoon","weekday",1.61,4,"Male","Credit card","Vietnamese","15:17","12/13/2016",28
3104,"Coffee","afternoon","weekday",19.73,3,"female","Online Wallet","Korean","15:19","12/13/2016",29
3105,"Bread","afternoon","weekday",1.61,4,"Male","Credit card","Vietnamese","15:22","12/13/2016",30
3106,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","15:40","12/13/2016",29
3106,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","15:40","12/13/2016",29
3106,"Alfajores","afternoon","weekday",13.64,3,"Male","Credit card","Vietnamese","15:40","12/13/2016",29
3107,"Bread","afternoon","weekday",1.61,4,"Male","Cash","Korean","16:07","12/13/2016",30
3107,"Truffles","afternoon","weekday",42.66,1,"Male","Cash","Korean","16:07","12/13/2016",30
3107,"Coffee","afternoon","weekday",19.73,3,"Male","Cash","Korean","16:07","12/13/2016",30
3107,"Truffles","afternoon","weekday",42.66,1,"Male","Cash","Korean","16:07","12/13/2016",30
3107,"Scandinavian","afternoon","weekday",39.34,2,"Male","Cash","Korean","16:07","12/13/2016",30
3108,"Tea","afternoon","weekday",26.05,2,"Male","Cash","Germany","16:26","12/13/2016",28
3108,"Cake","afternoon","weekday",20.24,2,"Male","Cash","Germany","16:26","12/13/2016",28
3109,"Jam","afternoon","weekday",45.27,1,"Male","Online Wallet","Germany","16:53","12/13/2016",19
3110,"Fudge","evening","weekday",32.91,2,"Male","Credit card","Vietnamese","18:34","12/13/2016",22
3110,"Jam","evening","weekday",45.27,1,"Male","Credit card","Vietnamese","18:34","12/13/2016",22
3110,"Jam","evening","weekday",45.27,1,"Male","Credit card","Vietnamese","18:34","12/13/2016",22
3111,"Bread","morning","weekday",1.61,4,"Male","Online Wallet","Korean","08:43","12/14/2016",17
3112,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","08:43","12/14/2016",28
3113,"Tea","morning","weekday",26.05,2,"female","Cash","Germany","08:55","12/14/2016",27
3113,"Coffee","morning","weekday",19.73,3,"female","Cash","Germany","08:55","12/14/2016",27
3114,"Coffee","morning","weekday",19.73,3,"Male","Cash","American","08:57","12/14/2016",30
3114,"Tea","morning","weekday",26.05,2,"Male","Cash","American","08:57","12/14/2016",30
3114,"Toast","morning","weekday",31.53,2,"Male","Cash","American","08:57","12/14/2016",30
3115,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","09:07","12/14/2016",16
3116,"Bread","morning","weekday",1.61,4,"Male","Credit card","Vietnamese","09:08","12/14/2016",28
3117,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","09:10","12/14/2016",23
3118,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","09:14","12/14/2016",29
3119,"Bread","morning","weekday",1.61,4,"Male","Credit card","Vietnamese","09:18","12/14/2016",30
3120,"Bread","morning","weekday",1.61,4,"Male","Credit card","Vietnamese","09:25","12/14/2016",16
3121,"Fudge","morning","weekday",32.91,2,"Male","Credit card","Vietnamese","09:39","12/14/2016",27
3122,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","10:28","12/14/2016",19
3123,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","10:32","12/14/2016",18
3123,"Tea","morning","weekday",26.05,2,"Male","Credit card","Vietnamese","10:32","12/14/2016",18
3124,"Coffee","morning","weekday",19.73,3,"Male","Online Wallet","Korean","10:38","12/14/2016",21
3124,"Coffee","morning","weekday",19.73,3,"Male","Online Wallet","Korean","10:38","12/14/2016",21
3124,"Farm House","morning","weekday",40.82,1,"Male","Online Wallet","Korean","10:38","12/14/2016",21
3125,"Medialuna","morning","weekday",43.23,1,"Male","Credit card","Vietnamese","10:49","12/14/2016",16
3125,"Muffin","morning","weekday",7.18,4,"Male","Credit card","Vietnamese","10:49","12/14/2016",16
3125,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","10:49","12/14/2016",16
3125,"Juice","morning","weekday",28.3,2,"Male","Credit card","Vietnamese","10:49","12/14/2016",16
3126,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","10:52","12/14/2016",20
3127,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","10:55","12/14/2016",18
3127,"Bread","morning","weekday",1.61,4,"Male","Credit card","Vietnamese","10:55","12/14/2016",18
3127,"Bread","morning","weekday",1.61,4,"Male","Credit card","Vietnamese","10:55","12/14/2016",18
3128,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","11:01","12/14/2016",20
3128,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","11:01","12/14/2016",20
3128,"Bread","morning","weekday",1.61,4,"Male","Credit card","Vietnamese","11:01","12/14/2016",20
3128,"Muffin","morning","weekday",7.18,4,"Male","Credit card","Vietnamese","11:01","12/14/2016",20
3129,"Vegan mincepie","morning","weekday",15.76,3,"female","Online Wallet","American","11:11","12/14/2016",17
3129,"Coffee","morning","weekday",19.73,3,"female","Online Wallet","American","11:11","12/14/2016",17
3129,"Tea","morning","weekday",26.05,2,"female","Online Wallet","American","11:11","12/14/2016",17
